customerID,gender,SeniorCitizen,tenure,Tenure Range,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Country,State,City,Age,Under 30,Married,Premium Tech Support,Total Revenue,Satisfaction Score,Customer Status,Churn Category
5136-RGMZO,Male,0,31,Medium,DSL,Month-to-month,Electronic check,71.05,2168.15,No,United States,California,Gardena,39,No,No,Yes,2366.55,4,Stayed,0
8345-MVDYC,Female,0,45,Loyal Customer,DSL,Two year,Bank transfer (automatic),81.65,3618.7,No,United States,California,Gardena,57,No,No,Yes,5301.25,3,Stayed,0
8226-BXGES,Male,0,64,Loyal Customer,Fiber optic,One year,Bank transfer (automatic),89.45,5692.65,No,United States,California,Gardena,30,No,Yes,No,6575.85,3,Stayed,0
9705-IOVQQ,Male,1,61,Loyal Customer,Fiber optic,One year,Electronic check,99,5969.3,No,United States,California,Huntington Park,80,No,Yes,No,6223.24,5,Stayed,0
1015-OWJKI,Male,0,1,New Customer,No,Month-to-month,Mailed check,19.05,19.05,No,United States,California,Lawndale,46,No,No,No,24.07,4,Joined,0
2040-XBAVJ,Male,0,72,Loyal Customer,Fiber optic,Two year,Bank transfer (automatic),114.45,8100.55,No,United States,California,Malibu,51,No,Yes,Yes,9896.95,3,Stayed,0
8887-IPQNC,Female,0,7,New Customer,DSL,Month-to-month,Mailed check,44.25,313.45,No,United States,California,Manhattan Beach,61,No,Yes,No,533.46,5,Stayed,0
8646-JCOMS,Female,0,66,Loyal Customer,Fiber optic,One year,Bank transfer (automatic),90.55,6130.95,No,United States,California,Maywood,43,No,Yes,Yes,6904.47,5,Stayed,0
1222-KJNZD,Male,0,40,Loyal Customer,No,Month-to-month,Bank transfer (automatic),20.4,745.3,No,United States,California,Palos Verdes Peninsula,61,No,Yes,No,820.9,3,Stayed,0
0106-GHRQR,Male,0,16,Medium,DSL,Month-to-month,Bank transfer (automatic),71.4,1212.1,No,United States,California,Rancho Palos Verdes,24,Yes,No,No,1623.46,5,Stayed,0
3768-VHXQO,Male,0,67,Loyal Customer,No,Two year,Credit card (automatic),24.85,1583.5,No,United States,California,Redondo Beach,19,Yes,Yes,No,1803.26,4,Stayed,0
8952-WCVCD,Female,0,41,Loyal Customer,Fiber optic,One year,Bank transfer (automatic),104.45,4162.05,No,United States,California,South Gate,45,No,Yes,No,4565.9,3,Stayed,0
2418-TPEUN,Female,0,56,Loyal Customer,No,Two year,Credit card (automatic),19.8,1119.9,No,United States,California,Topanga,58,No,Yes,No,3839.26,3,Stayed,0
3963-RYFNS,Female,0,72,Loyal Customer,Fiber optic,Two year,Bank transfer (automatic),116.45,8013.55,No,United States,California,Venice,25,Yes,No,Yes,11596.99,4,Stayed,0
8540-ZQGEA,Female,0,54,Loyal Customer,No,Two year,Credit card (automatic),20.05,1102.4,No,United States,California,Playa Del Rey,58,No,Yes,No,2869.28,5,Stayed,0
1320-REHCS,Male,1,52,Loyal Customer,Fiber optic,Month-to-month,Electronic check,110.75,5832,No,United States,California,Inglewood,75,No,No,Yes,7023.82,5,Stayed,0
4137-JOPHL,Female,0,50,Loyal Customer,Fiber optic,Two year,Bank transfer (automatic),89.7,4304.5,No,United States,California,Inglewood,63,No,No,Yes,5794.5,4,Stayed,0
7801-CEDNV,Male,0,27,Medium,DSL,One year,Credit card (automatic),48.7,1421.75,No,United States,California,Inglewood,33,No,Yes,No,1665.02,3,Stayed,0
2057-BOYKM,Female,1,72,Loyal Customer,Fiber optic,Two year,Bank transfer (automatic),96.6,6827.5,No,United States,California,Inglewood,70,No,Yes,Yes,8849.98,4,Stayed,0
3658-QQJYD,Male,0,62,Loyal Customer,DSL,One year,Credit card (automatic),74.3,4698.05,No,United States,California,Santa Monica,56,No,No,No,7074.51,4,Stayed,0
1803-BGNBD,Female,0,12,New Customer,DSL,Month-to-month,Electronic check,54.3,654.5,No,United States,California,Santa Monica,59,No,No,Yes,1236.06,3,Stayed,0
0134-XWXCE,Female,1,44,Loyal Customer,DSL,One year,Bank transfer (automatic),74.85,3268.05,No,United States,California,Santa Monica,76,No,No,Yes,3589.82,5,Stayed,0
6950-TWMYB,Male,0,54,Loyal Customer,Fiber optic,Two year,Bank transfer (automatic),79.95,4362.05,No,United States,California,Santa Monica,31,No,Yes,Yes,6883.85,3,Stayed,0
5848-FHRFC,Female,0,68,Loyal Customer,No,Two year,Bank transfer (automatic),20.05,1386.9,No,United States,California,Santa Monica,49,No,No,No,1579.34,4,Stayed,0
2243-FNMMI,Male,0,20,Medium,No,Month-to-month,Mailed check,19.4,415.4,No,United States,California,Torrance,20,Yes,No,No,1035.8,3,Stayed,0
2511-MORQY,Male,0,50,Loyal Customer,DSL,One year,Bank transfer (automatic),54.9,2614.1,No,United States,California,Torrance,46,No,Yes,No,3130.6,4,Stayed,0
5356-KZCKT,Male,0,58,Loyal Customer,No,Two year,Credit card (automatic),24.45,1513.6,No,United States,California,Torrance,42,No,No,No,1651.64,4,Stayed,0
9470-XCCEM,Male,0,35,Medium,Fiber optic,Month-to-month,Bank transfer (automatic),89.65,3161.6,No,United States,California,Torrance,41,No,Yes,No,4884.4,3,Stayed,0
6519-CFDBX,Female,0,2,New Customer,DSL,Month-to-month,Electronic check,45.4,80.95,No,United States,California,Torrance,31,No,No,No,102.57,3,Joined,0
3902-MIVLE,Male,0,63,Loyal Customer,DSL,Two year,Mailed check,75.7,4676.7,No,United States,California,Whittier,35,No,Yes,Yes,5442.15,3,Stayed,0
0409-WTMPL,Female,0,58,Loyal Customer,Fiber optic,One year,Credit card (automatic),110.65,6526.65,No,United States,California,Whittier,35,No,Yes,No,8727.75,3,Stayed,0
8763-KIAFH,Female,0,27,Medium,No,One year,Mailed check,20.55,583.3,No,United States,California,Whittier,37,No,Yes,No,1149.22,4,Stayed,0
3669-WHAFY,Female,0,71,Loyal Customer,Fiber optic,Two year,Credit card (automatic),115.15,8078.1,No,United States,California,Whittier,57,No,Yes,Yes,8748.34,3,Stayed,0
3055-VTCGS,Female,0,63,Loyal Customer,DSL,One year,Credit card (automatic),58.55,3503.5,No,United States,California,Whittier,35,No,No,No,5228.44,3,Stayed,0
3144-KMTWZ,Male,0,71,Loyal Customer,Fiber optic,Month-to-month,Bank transfer (automatic),93.25,6669.45,No,United States,California,Whittier,40,No,Yes,No,8645.21,4,Stayed,0
2007-QVGAW,Female,0,68,Loyal Customer,No,Two year,Bank transfer (automatic),19.35,1292.65,No,United States,California,Cypress,51,No,Yes,No,4462.13,4,Stayed,0
5207-PLSTK,Male,0,1,New Customer,DSL,Month-to-month,Mailed check,48.75,48.75,No,United States,California,La Habra,32,No,Yes,No,75.01,4,Joined,0
2307-FYNNL,Male,1,65,Loyal Customer,Fiber optic,Two year,Electronic check,109.05,7108.2,No,United States,California,La Mirada,67,No,No,Yes,7359.53,3,Stayed,0
5605-XNWEN,Male,1,72,Loyal Customer,No,Two year,Bank transfer (automatic),25,1802.55,No,United States,California,Montebello,77,No,Yes,No,3860.9,5,Stayed,0
2155-AMQRX,Female,0,28,Medium,DSL,Month-to-month,Credit card (automatic),54.9,1505.15,No,United States,California,Norwalk,37,No,No,Yes,1596.15,3,Stayed,0
6181-AXXYF,Male,0,72,Loyal Customer,No,Two year,Credit card (automatic),24.75,1859.1,No,United States,California,Pico Rivera,54,No,Yes,No,5292.78,4,Stayed,0
5091-HFAZW,Female,0,2,New Customer,Fiber optic,Month-to-month,Electronic check,91.15,168.5,No,United States,California,Santa Fe Springs,36,No,No,No,272.06,3,Joined,0
2519-LBNQL,Male,1,60,Loyal Customer,Fiber optic,One year,Electronic check,104.35,6339.45,No,United States,California,Artesia,80,No,Yes,No,7675.22,4,Stayed,0
8623-ULFNQ,Female,1,26,Medium,DSL,Month-to-month,Electronic check,66.05,1652.4,No,United States,California,Cerritos,79,No,No,Yes,1919.01,5,Stayed,0
1568-LJSZU,Male,0,68,Loyal Customer,DSL,Two year,Credit card (automatic),92.2,6392.85,No,United States,California,Harbor City,39,No,Yes,Yes,9002.69,3,Stayed,0
7789-HKSBS,Female,1,42,Loyal Customer,Fiber optic,One year,Bank transfer (automatic),105.2,4599.15,No,United States,California,Lakewood,79,No,Yes,No,6044.65,3,Stayed,0
7416-CKTEP,Female,0,57,Loyal Customer,No,Two year,Bank transfer (automatic),19.6,1134.25,No,United States,California,Lakewood,54,No,Yes,No,2461.21,4,Stayed,0
2586-CWXVV,Male,0,54,Loyal Customer,DSL,Month-to-month,Electronic check,30.4,1621.35,No,United States,California,Hawaiian Gardens,45,No,Yes,No,1621.35,4,Stayed,0
2348-KCJLT,Female,0,44,Loyal Customer,DSL,One year,Mailed check,61.5,2722.2,No,United States,California,Los Alamitos,60,No,Yes,No,4846.48,3,Stayed,0
8401-EMUWF,Male,0,42,Loyal Customer,DSL,Month-to-month,Bank transfer (automatic),69.4,3058.3,No,United States,California,Paramount,64,No,Yes,No,3758.44,3,Stayed,0
4193-IBKSW,Male,0,72,Loyal Customer,No,Two year,Bank transfer (automatic),24.75,1769.6,No,United States,California,San Pedro,27,Yes,Yes,No,4313.36,3,Stayed,0
5377-NDTOU,Female,0,71,Loyal Customer,DSL,Two year,Mailed check,91.05,6293.75,No,United States,California,San Pedro,26,Yes,Yes,Yes,6968.25,3,Stayed,0
2474-LCNUE,Female,0,23,Medium,DSL,Month-to-month,Credit card (automatic),73.65,1642.75,No,United States,California,Sunset Beach,20,Yes,Yes,Yes,1976.94,5,Stayed,0
0839-QNXME,Female,0,30,Medium,No,Two year,Credit card (automatic),19.4,578.5,No,United States,California,Surfside,35,No,No,No,856.6,3,Stayed,0
3506-OVLKD,Male,0,35,Medium,No,One year,Bank transfer (automatic),26.2,954.9,No,United States,California,Wilmington,40,No,No,No,2674.45,3,Stayed,0
6650-VJONK,Male,0,1,New Customer,DSL,Month-to-month,Bank transfer (automatic),43.85,43.85,No,United States,California,Carson,54,No,No,No,69.75,4,Joined,0
2178-PMGCJ,Male,0,22,Medium,Fiber optic,Month-to-month,Mailed check,69.7,1490.4,No,United States,California,Long Beach,22,Yes,No,No,1837.34,3,Stayed,0
7492-TAFJD,Male,0,7,New Customer,DSL,Two year,Mailed check,38.55,280,No,United States,California,Long Beach,26,Yes,Yes,No,280,4,Stayed,0
2773-MADBQ,Female,0,36,Medium,DSL,Two year,Mailed check,53.1,1901.25,No,United States,California,Long Beach,46,No,No,Yes,1901.25,3,Stayed,0
6016-LVTJQ,Female,0,34,Medium,No,Month-to-month,Mailed check,20.65,716.4,No,United States,California,Long Beach,39,No,Yes,No,1044.84,3,Stayed,0
7860-KSUGX,Male,0,72,Loyal Customer,DSL,Two year,Credit card (automatic),64.45,4720,No,United States,California,Long Beach,25,Yes,Yes,No,7072.24,3,Stayed,0
8966-KZXXA,Male,0,36,Medium,No,Two year,Credit card (automatic),25.1,930.95,No,United States,California,Long Beach,48,No,Yes,No,2183.39,3,Stayed,0
5149-QYTTU,Female,0,71,Loyal Customer,Fiber optic,One year,Credit card (automatic),95.15,6770.85,No,United States,California,Long Beach,35,No,Yes,Yes,9222.48,3,Stayed,0
2070-XYMFH,Female,1,23,Medium,Fiber optic,Month-to-month,Mailed check,79.35,1835.3,No,United States,California,Long Beach,66,No,No,No,2020.45,5,Stayed,0
2085-BOJKI,Male,0,17,Medium,Fiber optic,One year,Bank transfer (automatic),96.65,1588.25,No,United States,California,Long Beach,33,No,Yes,No,2078.36,5,Stayed,0
0817-HSUSE,Male,0,1,New Customer,DSL,Month-to-month,Electronic check,75.5,75.5,No,United States,California,Altadena,26,Yes,No,Yes,81.13,5,Joined,0
5442-PPTJY,Male,0,12,New Customer,No,Two year,Mailed check,19.7,258.35,No,United States,California,Arcadia,44,No,Yes,No,314.87,4,Stayed,0
1927-QEWMY,Female,0,72,Loyal Customer,No,Two year,Credit card (automatic),20.5,1502.25,No,United States,California,Arcadia,51,No,Yes,No,4663.77,4,Stayed,0
1663-MHLHE,Male,0,1,New Customer,No,Month-to-month,Mailed check,19.2,19.2,No,United States,California,Duarte,33,No,No,No,55.08,3,Joined,0
5663-QBGIS,Male,1,72,Loyal Customer,Fiber optic,Two year,Bank transfer (automatic),98.35,6929.4,No,United States,California,La Canada Flintridge,65,No,Yes,No,10141.32,3,Stayed,0
4450-MDZFX,Male,0,60,Loyal Customer,Fiber optic,Month-to-month,Bank transfer (automatic),74.35,4453.3,No,United States,California,Monrovia,50,No,Yes,No,6759.7,5,Stayed,0
6701-DHKWQ,Female,0,61,Loyal Customer,DSL,Two year,Credit card (automatic),51.35,3244.4,No,United States,California,Montrose,38,No,Yes,Yes,3244.4,3,Stayed,0
7554-AKDQF,Female,0,6,New Customer,DSL,Month-to-month,Mailed check,45.65,323.45,No,United States,California,Sierra Madre,27,Yes,Yes,No,357.59,4,Stayed,0
0794-YVSGE,Male,0,72,Loyal Customer,No,Two year,Bank transfer (automatic),20.3,1401.15,No,United States,California,Pasadena,29,Yes,Yes,No,3356.67,3,Stayed,0
5423-BHIXO,Female,0,32,Medium,DSL,Month-to-month,Electronic check,54.2,1739.6,No,United States,California,Pasadena,42,No,No,No,2764.24,5,Stayed,0
6908-VVYHM,Male,0,65,Loyal Customer,Fiber optic,Month-to-month,Electronic check,90.65,5931,No,United States,California,Pasadena,52,No,Yes,No,7330.6,5,Stayed,0
2959-EEXWB,Female,0,45,Loyal Customer,DSL,Month-to-month,Bank transfer (automatic),50.9,2333.85,No,United States,California,Pasadena,54,No,Yes,No,2333.85,3,Stayed,0
1839-UMACK,Male,0,42,Loyal Customer,No,One year,Electronic check,25.05,949.85,No,United States,California,Pasadena,20,Yes,No,No,2110.73,5,Stayed,0
3030-YDNRM,Male,0,8,New Customer,Fiber optic,Month-to-month,Electronic check,74.85,572.45,No,United States,California,Pasadena,64,No,No,No,665.09,4,Stayed,0
7321-KKSDU,Male,0,32,Medium,No,Two year,Mailed check,20.5,696.8,No,United States,California,San Marino,38,No,No,No,1238.88,4,Stayed,0
3402-XRIUO,Female,1,22,Medium,DSL,Month-to-month,Mailed check,63.55,1381.8,No,United States,California,Glendale,73,No,Yes,Yes,1760.64,3,Stayed,0
8286-AFUYI,Male,0,1,New Customer,DSL,Month-to-month,Electronic check,47.95,47.95,No,United States,California,Glendale,33,No,No,No,94.18,4,Joined,0
8356-WUAOJ,Female,0,1,New Customer,DSL,Month-to-month,Electronic check,45,45,No,United States,California,Glendale,25,Yes,Yes,No,95.63,5,Joined,0
8058-DMYRU,Male,1,54,Loyal Customer,Fiber optic,Month-to-month,Electronic check,90.05,4931.8,No,United States,California,Glendale,69,No,No,No,5935.12,5,Stayed,0
9350-ZXYJC,Female,0,4,New Customer,No,Two year,Credit card (automatic),25.3,116.95,No,United States,California,La Crescenta,24,Yes,No,No,155.95,3,Stayed,0
8958-JPTRR,Female,0,56,Loyal Customer,No,One year,Electronic check,24.3,1261.7,No,United States,California,Calabasas,23,Yes,Yes,No,2449.46,5,Stayed,0
6959-GQEGV,Male,0,45,Loyal Customer,DSL,Month-to-month,Electronic check,75.95,3273.8,No,United States,California,Canoga Park,61,No,No,No,3740,4,Stayed,0
3173-WSSUE,Female,0,71,Loyal Customer,No,Two year,Credit card (automatic),19.7,1415.85,No,United States,California,Canoga Park,22,Yes,Yes,No,3003.41,3,Stayed,0
1265-HVPZB,Male,0,59,Loyal Customer,DSL,One year,Credit card (automatic),66.4,3958.2,No,United States,California,Winnetka,49,No,Yes,No,4905.74,3,Stayed,0
4115-UMJFQ,Male,0,69,Loyal Customer,DSL,One year,Bank transfer (automatic),35.75,2492.25,No,United States,California,West Hills,37,No,No,No,2642.25,5,Stayed,0
7369-TRPFD,Male,0,19,Medium,No,One year,Mailed check,18.8,279.2,No,United States,California,Chatsworth,62,No,No,No,605.43,3,Stayed,0
1098-KFQEC,Female,0,55,Loyal Customer,No,Two year,Credit card (automatic),19.4,1083,No,United States,California,Encino,24,Yes,Yes,No,2609.25,5,Stayed,0
7190-XHTWJ,Female,0,38,Loyal Customer,No,One year,Mailed check,19.3,755.5,No,United States,California,Newbury Park,48,No,No,No,1995.44,5,Stayed,0
3537-RYBHH,Female,1,47,Loyal Customer,DSL,Month-to-month,Credit card (automatic),67.45,3252,No,United States,California,Northridge,78,No,Yes,No,5450.19,3,Stayed,0
5296-BFCYD,Male,0,46,Loyal Customer,No,Two year,Mailed check,20.1,936.85,No,United States,California,San Fernando,35,No,Yes,No,1622.71,5,Stayed,0
9359-JANWS,Female,0,65,Loyal Customer,DSL,Two year,Credit card (automatic),58.9,3857.1,No,United States,California,North Hills,22,Yes,Yes,Yes,6087.25,4,Stayed,0
3279-DYZQM,Male,0,71,Loyal Customer,No,Two year,Mailed check,19.45,1378.45,No,United States,California,Santa Clarita,21,Yes,Yes,No,2180.75,4,Stayed,0
0523-VNGTF,Female,1,52,Loyal Customer,DSL,Month-to-month,Electronic check,50.5,2566.3,No,United States,California,Sun Valley,78,No,No,Yes,2566.3,3,Stayed,0
9575-IWCAZ,Male,0,6,New Customer,No,One year,Mailed check,25.1,171,No,United States,California,Valencia,37,No,Yes,No,454.74,4,Stayed,0
7105-MXJLL,Female,1,26,Medium,DSL,One year,Mailed check,60.7,1597.4,No,United States,California,Valencia,76,No,Yes,No,2042.52,5,Stayed,0
7064-FRRSW,Male,1,48,Loyal Customer,Fiber optic,One year,Electronic check,99,4744.35,No,United States,California,Tarzana,71,No,No,No,5026.11,4,Stayed,0
7940-UQQUG,Female,0,64,Loyal Customer,Fiber optic,One year,Bank transfer (automatic),104.4,6721.6,No,United States,California,Thousand Oaks,42,No,Yes,Yes,7614.4,4,Stayed,0
3961-SXAXY,Male,0,1,New Customer,DSL,Month-to-month,Bank transfer (automatic),44.05,44.05,No,United States,California,Thousand Oaks,49,No,No,No,74.78,5,Joined,0
7010-BRBUU,Male,0,72,Loyal Customer,No,Two year,Credit card (automatic),24.1,1734.65,No,United States,California,Woodland Hills,48,No,Yes,No,3148.73,4,Stayed,0
3566-HJGPK,Male,0,1,New Customer,DSL,Month-to-month,Mailed check,45.55,45.55,No,United States,California,Woodland Hills,50,No,No,No,61.89,4,Joined,0
3062-ICYZQ,Female,0,51,Loyal Customer,Fiber optic,Month-to-month,Electronic check,93.8,4539.35,No,United States,California,Oak Park,41,No,Yes,No,5928.08,3,Stayed,0
9938-PRCVK,Female,0,41,Loyal Customer,No,Two year,Bank transfer (automatic),19.7,804.25,No,United States,California,Stevenson Ranch,45,No,Yes,No,1786.2,3,Stayed,0
0973-KYVNF,Female,0,72,Loyal Customer,DSL,Two year,Credit card (automatic),70.65,5011.15,No,United States,California,Castaic,59,No,Yes,No,8115.79,3,Stayed,0
5129-HHMZC,Female,0,43,Loyal Customer,DSL,Two year,Credit card (automatic),86.45,3574.5,No,United States,California,Van Nuys,64,No,Yes,Yes,4480.94,4,Stayed,0
9637-CDTKZ,Male,0,72,Loyal Customer,Fiber optic,Two year,Credit card (automatic),114.1,8086.4,No,United States,California,Panorama City,64,No,Yes,Yes,9761.84,3,Stayed,0
3946-JEWRQ,Male,0,47,Loyal Customer,Fiber optic,One year,Credit card (automatic),95.2,4563,No,United States,California,Sherman Oaks,21,Yes,Yes,No,5626.71,5,Stayed,0
7873-CVMAW,Male,0,72,Loyal Customer,DSL,Two year,Credit card (automatic),88.55,6362.35,No,United States,California,Van Nuys,61,No,No,Yes,9681.55,4,Stayed,0
0463-WZZKO,Male,0,3,New Customer,No,Month-to-month,Credit card (automatic),20.75,67.1,No,United States,California,Van Nuys,23,Yes,No,No,116.27,5,Joined,0
4524-QCSSM,Male,0,26,Medium,DSL,Month-to-month,Bank transfer (automatic),44.65,1156.55,No,United States,California,Encino,39,No,No,No,1156.55,4,Stayed,0
5832-EXGTT,Male,0,29,Medium,DSL,Month-to-month,Mailed check,60.2,1834.15,No,United States,California,Burbank,28,Yes,Yes,No,1875.04,3,Stayed,0
2039-JONDJ,Male,0,27,Medium,DSL,One year,Bank transfer (automatic),55.45,1477.65,No,United States,California,Burbank,50,No,No,No,2025.48,3,Stayed,0
7217-JYHOQ,Male,0,24,Medium,DSL,Month-to-month,Credit card (automatic),70.3,1706.45,No,United States,California,Burbank,30,No,Yes,Yes,2776.13,3,Stayed,0
6695-FRVEC,Male,0,67,Loyal Customer,DSL,Two year,Bank transfer (automatic),60.4,3953.7,No,United States,California,Burbank,60,No,Yes,Yes,5412.09,3,Stayed,0
9894-QMIMJ,Female,0,23,Medium,DSL,One year,Bank transfer (automatic),55.8,1327.85,No,United States,California,North Hollywood,55,No,No,No,1535.77,3,Stayed,0
8069-YQQAJ,Male,0,14,Medium,DSL,Month-to-month,Mailed check,31.1,419.7,No,United States,California,Studio City,63,No,No,No,419.7,5,Stayed,0
1636-NTNCO,Male,1,4,New Customer,DSL,Month-to-month,Credit card (automatic),50.95,207.35,No,United States,California,Valley Village,72,No,No,No,207.35,3,Stayed,0
3466-WAESX,Male,0,16,Medium,DSL,Month-to-month,Electronic check,69.1,1083.7,No,United States,California,Rancho Cucamonga,46,No,No,No,1307.54,4,Stayed,0
9281-PKKZE,Female,0,46,Loyal Customer,DSL,Month-to-month,Electronic check,43.95,2007.85,No,United States,California,Azusa,47,No,Yes,No,2007.85,3,Stayed,0
3638-VBZTA,Male,0,68,Loyal Customer,DSL,Two year,Bank transfer (automatic),86.5,5882.75,No,United States,California,Baldwin Park,62,No,No,Yes,6664.75,4,Stayed,0
7459-IMVYU,Male,0,38,Loyal Customer,DSL,Month-to-month,Electronic check,69.95,2657.55,No,United States,California,Chino Hills,51,No,No,Yes,3811.55,3,Stayed,0
8563-OYMQY,Male,0,17,Medium,Fiber optic,Month-to-month,Credit card (automatic),90.95,1612.2,No,United States,California,Covina,49,No,No,No,2206.86,5,Stayed,0
0754-EEBDC,Male,0,4,New Customer,No,Two year,Mailed check,19.9,76.65,No,United States,California,Covina,25,Yes,Yes,No,174.93,4,Stayed,0
5777-ZPQNC,Female,0,12,New Customer,No,One year,Electronic check,20.15,260.7,No,United States,California,Covina,35,No,No,No,580.74,5,Stayed,0
1951-IEYXM,Male,0,72,Loyal Customer,DSL,Two year,Credit card (automatic),90.6,6441.85,No,United States,California,Rancho Cucamonga,57,No,Yes,Yes,8959.69,3,Stayed,0
3318-NMQXL,Male,0,3,New Customer,Fiber optic,Month-to-month,Electronic check,92,266.8,No,United States,California,El Monte,58,No,No,No,313.6,3,Joined,0
1022-RKXDR,Female,0,41,Loyal Customer,No,One year,Mailed check,24.85,962.25,No,United States,California,South El Monte,38,No,No,No,2301.31,3,Stayed,0
2361-FJWNO,Male,0,40,Loyal Customer,DSL,One year,Credit card (automatic),36,1382.9,No,United States,California,Rancho Cucamonga,55,No,No,Yes,1512.9,3,Stayed,0
2272-UOINI,Female,0,7,New Customer,DSL,Month-to-month,Electronic check,78.5,571.05,No,United States,California,Rancho Cucamonga,44,No,No,Yes,594.43,4,Stayed,0
8232-UTFOZ,Male,0,69,Loyal Customer,No,Two year,Credit card (automatic),19.95,1399.35,No,United States,California,Glendora,24,Yes,No,No,1894.77,4,Stayed,0
3750-YHRYO,Male,0,7,New Customer,No,One year,Mailed check,20.65,150,No,United States,California,Glendora,64,No,Yes,No,297.63,5,Stayed,0
6637-KYRCV,Female,0,5,New Customer,DSL,Month-to-month,Electronic check,30.5,167.2,No,United States,California,La Puente,22,Yes,Yes,No,167.2,3,Stayed,0
5668-MEISB,Female,0,72,Loyal Customer,Fiber optic,Two year,Credit card (automatic),106.1,7657.4,No,United States,California,Hacienda Heights,57,No,Yes,Yes,8118.92,4,Stayed,0
0129-QMPDR,Male,0,44,Loyal Customer,No,One year,Bank transfer (automatic),20.5,865.05,No,United States,California,La Puente,64,No,Yes,No,2070.65,3,Stayed,0
7188-CBBBA,Female,0,65,Loyal Customer,Fiber optic,One year,Electronic check,95.5,6153.85,No,United States,California,Rowland Heights,59,No,No,No,8033.05,5,Stayed,0
5356-CSVSQ,Female,0,3,New Customer,DSL,Month-to-month,Electronic check,64.6,174.2,No,United States,California,La Verne,20,Yes,No,Yes,297.17,5,Joined,0
3221-CJMSG,Male,0,24,Medium,DSL,Month-to-month,Credit card (automatic),51.1,1269.6,No,United States,California,Mira Loma,45,No,No,Yes,1325.52,5,Stayed,0
3219-JQRSL,Female,1,72,Loyal Customer,DSL,Two year,Credit card (automatic),89.1,6352.4,No,United States,California,Monterey Park,70,No,Yes,Yes,8112.08,3,Stayed,0
2801-NISEI,Male,0,24,Medium,DSL,Month-to-month,Electronic check,54.95,1348.5,No,United States,California,Mt Baldy,28,Yes,No,Yes,2070.18,3,Stayed,0
4623-ZKHLY,Male,0,22,Medium,No,Month-to-month,Bank transfer (automatic),20.45,471.55,No,United States,California,Ontario,43,No,Yes,No,928.71,4,Stayed,0
6732-VAILE,Male,0,70,Loyal Customer,DSL,Two year,Credit card (automatic),85.95,5931.75,No,United States,California,Montclair,33,No,Yes,Yes,8035.95,5,Stayed,0
8201-AAXCB,Male,0,25,Medium,DSL,Month-to-month,Electronic check,60.35,1404.65,No,United States,California,Ontario,55,No,Yes,No,2061.4,4,Stayed,0
7696-CFTAT,Male,0,37,Loyal Customer,No,Two year,Bank transfer (automatic),19.8,726.1,No,United States,California,Diamond Bar,24,Yes,Yes,No,1029.87,3,Stayed,0
1845-CSBRZ,Female,1,22,Medium,Fiber optic,Month-to-month,Bank transfer (automatic),85.35,1961.6,No,United States,California,Pomona,71,No,Yes,No,2845.78,5,Stayed,0
2123-VSCOT,Female,0,59,Loyal Customer,DSL,Two year,Bank transfer (automatic),72.1,4194.85,No,United States,California,Pomona,39,No,Yes,Yes,5658.64,5,Stayed,0
2018-QKYGT,Male,0,1,New Customer,Fiber optic,Month-to-month,Electronic check,81.05,81.05,No,United States,California,San Gabriel,19,Yes,Yes,No,117.37,5,Joined,0
2792-VPPET,Male,0,3,New Customer,No,Month-to-month,Electronic check,20.5,76.95,No,United States,California,San Gabriel,28,Yes,No,No,187.98,5,Joined,0
7409-JURKQ,Female,0,53,Loyal Customer,Fiber optic,One year,Bank transfer (automatic),111.8,5809.75,No,United States,California,Temple City,29,Yes,Yes,Yes,8026.21,3,Stayed,0
3247-MHJKM,Male,0,1,New Customer,No,Month-to-month,Mailed check,20.2,20.2,No,United States,California,Upland,27,Yes,No,No,62.35,3,Joined,0
1964-SVLEA,Male,0,20,Medium,No,One year,Mailed check,19.7,415.9,No,United States,California,Upland,59,No,No,No,1018.5,4,Stayed,0
7297-DVYGA,Female,0,51,Loyal Customer,No,One year,Bank transfer (automatic),19.85,996.95,No,United States,California,West Covina,61,No,No,No,2520.32,5,Stayed,0
2239-CGBUZ,Female,0,51,Loyal Customer,DSL,One year,Bank transfer (automatic),60.5,3145.15,No,United States,California,West Covina,56,No,Yes,Yes,5551.33,3,Stayed,0
0854-UYHZD,Female,0,13,Medium,No,Two year,Mailed check,19.55,265.3,No,United States,California,West Covina,21,Yes,Yes,No,814.29,4,Stayed,0
7243-LCGGZ,Female,0,1,New Customer,No,Month-to-month,Mailed check,20.9,20.9,No,United States,California,Alhambra,28,Yes,No,No,31.11,5,Joined,0
8267-KFGYD,Male,0,1,New Customer,No,Month-to-month,Mailed check,21.05,21.05,No,United States,California,Alhambra,53,No,No,No,31.19,3,Joined,0
4890-VMUAV,Male,0,63,Loyal Customer,DSL,One year,Electronic check,71.5,4576.3,No,United States,California,Alpine,46,No,No,Yes,5783.45,3,Stayed,0
9261-WDCAF,Male,0,3,New Customer,DSL,Month-to-month,Mailed check,54.65,189.1,No,United States,California,Bonita,64,No,No,No,289.69,5,Joined,0
3764-MNMOI,Male,0,46,Loyal Customer,No,Two year,Credit card (automatic),19.2,908.15,No,United States,California,Boulevard,49,No,No,No,2333.69,4,Stayed,0
